2023-04-25 00:23:54,514 INFO  [restartedMain] com.enoca.Enoca1Application:Starting Enoca1Application using Java 18.0.2.1 on DESKTOP-CG3T063 with PID 5512 (C:\Users\Acer\IdeaProjects\enoca1\target\classes started by Acer in C:\Users\Acer\IdeaProjects\enoca1)
2023-04-25 00:23:54,542 INFO  [restartedMain] com.enoca.Enoca1Application:No active profile set, falling back to 1 default profile: "default"
2023-04-25 00:23:54,778 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-04-25 00:23:54,779 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-25 00:23:58,125 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-25 00:23:58,422 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 256 ms. Found 4 JPA repository interfaces.
2023-04-25 00:23:59,985 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8080 (http)
2023-04-25 00:24:00,008 INFO  [restartedMain] org.apache.catalina.core.StandardService:Starting service [Tomcat]
2023-04-25 00:24:00,011 INFO  [restartedMain] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.73]
2023-04-25 00:24:00,314 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
2023-04-25 00:24:00,315 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 5531 ms
2023-04-25 00:24:01,236 INFO  [restartedMain] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
2023-04-25 00:24:01,382 INFO  [restartedMain] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
2023-04-25 00:24:01,926 INFO  [restartedMain] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-04-25 00:24:02,179 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
2023-04-25 00:24:02,501 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
2023-04-25 00:24:02,544 INFO  [restartedMain] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2023-04-25 00:24:04,894 INFO  [restartedMain] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-04-25 00:24:04,919 INFO  [restartedMain] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-04-25 00:24:06,631 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4e921906, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@445d9385, org.springframework.security.web.context.SecurityContextPersistenceFilter@4a37e74b, org.springframework.security.web.header.HeaderWriterFilter@3ef7fc56, org.springframework.security.web.authentication.logout.LogoutFilter@1215f19e, com.enoca.security.jwt.AuthTokenFilter@f183a88, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6d38096a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1cb39cca, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@48060843, org.springframework.security.web.session.SessionManagementFilter@1b260c80, org.springframework.security.web.access.ExceptionTranslationFilter@6de81052, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@531ee87]
2023-04-25 00:24:06,749 WARN  [restartedMain] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 00:24:08,284 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer:LiveReload server is running on port 35729
2023-04-25 00:24:08,302 INFO  [restartedMain] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 15 endpoint(s) beneath base path '/actuator'
2023-04-25 00:24:08,495 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 00:24:08,549 INFO  [restartedMain] com.enoca.Enoca1Application:Started Enoca1Application in 15.573 seconds (JVM running for 18.608)
2023-04-25 00:27:39,629 INFO  [http-nio-8080-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring DispatcherServlet 'dispatcherServlet'
